LOCATION,SUBJECT,MEASURE,TIME,Value
AUS,PIG,KG_CAP,2001,15.207590621026899
AUS,PIG,KG_CAP,2002,15.9630117290399
AUS,PIG,KG_CAP,2003,17.414557842804697
AUS,PIG,KG_CAP,2004,17.7025989334754
AUS,PIG,KG_CAP,2005,18.6201897043752
AUS,PIG,KG_CAP,2006,17.9589995616859
AUS,PIG,KG_CAP,2007,19.6800699229389
AUS,PIG,KG_CAP,2008,19.282073702309397
AUS,PIG,KG_CAP,2009,19.869322772957602
AUS,PIG,KG_CAP,2010,20.1572013805256
AUS,PIG,KG_CAP,2011,19.6201728664656
AUS,PIG,KG_CAP,2012,20.5293338082066
AUS,PIG,KG_CAP,2013,19.9870804231888
AUS,PIG,KG_CAP,2014,19.9871331979503
AUS,PIG,KG_CAP,2015,21.736934480254998
AUS,PIG,KG_CAP,2016,20.4955304652877
AUS,PIG,KG_CAP,2017,20.6663981381898
AUS,PIG,KG_CAP,2018,20.6483087416526
AUS,PIG,KG_CAP,2019,20.6725333424887
AUS,PIG,KG_CAP,2020,20.7237889821808
AUS,PIG,KG_CAP,2021,20.7731046595717
AUS,PIG,KG_CAP,2022,20.7951469523552
AUS,PIG,KG_CAP,2023,20.8458252577847
AUS,PIG,KG_CAP,2024,20.881856608946
AUS,PIG,KG_CAP,2025,20.9332448603077
AUS,PIG,KG_CAP,2026,20.9951503255638
AUS,POULTRY,KG_CAP,1990,21.7675783756663
AUS,POULTRY,KG_CAP,1991,22.056736165646
AUS,POULTRY,KG_CAP,1992,22.072118066501798
AUS,POULTRY,KG_CAP,1993,23.2513771840436
AUS,POULTRY,KG_CAP,1994,23.993305826932502
AUS,POULTRY,KG_CAP,1995,23.578497874014396
AUS,POULTRY,KG_CAP,1996,24.023558211497303
AUS,POULTRY,KG_CAP,1997,25.2469211075845
AUS,POULTRY,KG_CAP,1998,27.170699923647103
AUS,POULTRY,KG_CAP,1999,27.4507813454279
AUS,POULTRY,KG_CAP,2000,29.192492311112698
AUS,POULTRY,KG_CAP,2001,28.7735459721977
AUS,POULTRY,KG_CAP,2002,31.949187672171103
AUS,POULTRY,KG_CAP,2003,30.867401225269198
AUS,POULTRY,KG_CAP,2004,32.315503555257
AUS,POULTRY,KG_CAP,2005,33.5805832575477
AUS,POULTRY,KG_CAP,2006,35.0500645206876
AUS,POULTRY,KG_CAP,2007,34.6704840016535
AUS,POULTRY,KG_CAP,2008,33.2014174945583
AUS,POULTRY,KG_CAP,2009,33.5478125013034
AUS,POULTRY,KG_CAP,2010,37.6306664596537
AUS,POULTRY,KG_CAP,2011,39.4917752962188
AUS,POULTRY,KG_CAP,2012,40.305621660856204
AUS,POULTRY,KG_CAP,2013,40.1344757478632
AUS,POULTRY,KG_CAP,2014,40.801917495687206
AUS,POULTRY,KG_CAP,2015,41.23261362795979
AUS,POULTRY,KG_CAP,2016,43.58735929875999
AUS,POULTRY,KG_CAP,2017,44.4678357462774
AUS,POULTRY,KG_CAP,2018,45.1458924592961
AUS,POULTRY,KG_CAP,2019,45.532941521266096
AUS,POULTRY,KG_CAP,2020,45.7468517415389
AUS,POULTRY,KG_CAP,2021,45.817024522869396
AUS,POULTRY,KG_CAP,2022,45.9749852692064
AUS,POULTRY,KG_CAP,2023,46.073751544566605
AUS,POULTRY,KG_CAP,2024,46.208169569307096
AUS,POULTRY,KG_CAP,2025,46.3064188171761
AUS,POULTRY,KG_CAP,2026,46.337915623905495
AUS,SHEEP,KG_CAP,1990,18.8617762791538
AUS,SHEEP,KG_CAP,1991,19.262385479981397
AUS,SHEEP,KG_CAP,1992,17.821593857177398
AUS,SHEEP,KG_CAP,1993,17.3567573636176
AUS,SHEEP,KG_CAP,1994,18.36657075326
AUS,SHEEP,KG_CAP,1995,15.0054552243366
AUS,SHEEP,KG_CAP,1996,14.691126539195098
AUS,SHEEP,KG_CAP,1997,14.9601957593084
AUS,SHEEP,KG_CAP,1998,15.3753393687108
AUS,SHEEP,KG_CAP,1999,15.154361146956902
AUS,SHEEP,KG_CAP,2000,16.2687688577284
AUS,SHEEP,KG_CAP,2001,14.888963548364599
AUS,SHEEP,KG_CAP,2002,13.6993296240491
AUS,SHEEP,KG_CAP,2003,12.084480409946599
AUS,SHEEP,KG_CAP,2004,11.9209520531886
AUS,SHEEP,KG_CAP,2005,11.9354691286626
AUS,SHEEP,KG_CAP,2006,12.3222789808984
AUS,SHEEP,KG_CAP,2007,12.5508735243397
AUS,SHEEP,KG_CAP,2008,10.9723322610189
AUS,SHEEP,KG_CAP,2009,10.3241440077094
AUS,SHEEP,KG_CAP,2010,8.96986144787034
AUS,SHEEP,KG_CAP,2011,8.04446178317268
AUS,SHEEP,KG_CAP,2012,8.72010501467677
AUS,SHEEP,KG_CAP,2013,8.71690116458266
AUS,SHEEP,KG_CAP,2014,8.107499585507
AUS,SHEEP,KG_CAP,2015,9.33154287415808
AUS,SHEEP,KG_CAP,2016,8.55036538777498
AUS,SHEEP,KG_CAP,2017,8.537929538225029
AUS,SHEEP,KG_CAP,2018,8.72152694508446
AUS,SHEEP,KG_CAP,2019,8.70367891742115
AUS,SHEEP,KG_CAP,2020,8.67055981573212
AUS,SHEEP,KG_CAP,2021,8.643369282704901
AUS,SHEEP,KG_CAP,2022,8.606748726631428
AUS,SHEEP,KG_CAP,2023,8.57506829497304
AUS,SHEEP,KG_CAP,2024,8.54705648817629
AUS,SHEEP,KG_CAP,2025,8.525495271234519
AUS,SHEEP,KG_CAP,2026,8.57996534914565
CAN,BEEF,KG_CAP,1990,24.892091948504895
CAN,BEEF,KG_CAP,1991,24.346737939342102
CAN,BEEF,KG_CAP,1992,23.721475780196702
CAN,BEEF,KG_CAP,1993,22.699236192589503
CAN,BEEF,KG_CAP,1994,23.117813318070397
CAN,BEEF,KG_CAP,1995,23.201232458817202
CAN,BEEF,KG_CAP,1996,22.9445473738053
CAN,BEEF,KG_CAP,1997,23.006825461888
CAN,BEEF,KG_CAP,1998,23.2836806772354
CAN,BEEF,KG_CAP,1999,23.707786953255
CAN,BEEF,KG_CAP,2000,23.3240590982259
CAN,BEEF,KG_CAP,2001,22.4189050981461
CAN,BEEF,KG_CAP,2002,22.3359186862219
CAN,BEEF,KG_CAP,2003,23.574155605954104
CAN,BEEF,KG_CAP,2004,22.6374091430503
CAN,BEEF,KG_CAP,2005,21.9314675944915
CAN,BEEF,KG_CAP,2006,21.6617471991267
CAN,BEEF,KG_CAP,2007,22.1109311181384
CAN,BEEF,KG_CAP,2008,21.456898650299603
CAN,BEEF,KG_CAP,2009,20.433579613257802
CAN,BEEF,KG_CAP,2010,20.2036132208554
CAN,BEEF,KG_CAP,2011,19.713880371554602
CAN,BEEF,KG_CAP,2012,19.8217058030981
CAN,BEEF,KG_CAP,2013,19.5716168004689
CAN,BEEF,KG_CAP,2014,18.113787116554303
CAN,BEEF,KG_CAP,2015,16.6801934244329
CAN,BEEF,KG_CAP,2016,17.3691334731124
CAN,BEEF,KG_CAP,2017,18.3583398733671
CAN,BEEF,KG_CAP,2018,18.202211804159397
CAN,BEEF,KG_CAP,2019,18.2968239247543
CAN,BEEF,KG_CAP,2020,18.4955702762077
CAN,BEEF,KG_CAP,2021,18.4539078484063
CAN,BEEF,KG_CAP,2022,18.426918311436104
CAN,BEEF,KG_CAP,2023,18.445926787111198
CAN,BEEF,KG_CAP,2024,18.3896574024951
CAN,BEEF,KG_CAP,2025,18.2930486617945
CAN,BEEF,KG_CAP,2026,18.0043395321845
CAN,PIG,KG_CAP,1990,20.506466530067502
CAN,PIG,KG_CAP,1991,20.2755547902267
CAN,PIG,KG_CAP,1992,22.240329115174998
CAN,PIG,KG_CAP,1993,21.648329912418102
CAN,PIG,KG_CAP,1994,22.2636543982095
CAN,PIG,KG_CAP,1995,21.7925766459048
CAN,PIG,KG_CAP,1996,20.3856814069382
CAN,PIG,KG_CAP,1997,19.9486781400559
CAN,PIG,KG_CAP,1998,22.5027795517872
CAN,PIG,KG_CAP,1999,23.577601815845103
CAN,PIG,KG_CAP,2000,22.4936532435791
CAN,PIG,KG_CAP,2001,22.723392054245895
CAN,PIG,KG_CAP,2002,21.874451796649605
CAN,PIG,KG_CAP,2003,19.7431881342397
CAN,PIG,KG_CAP,2004,20.937674486918002
CAN,PIG,KG_CAP,2005,18.0959292551946
CAN,PIG,KG_CAP,2006,18.399487836107603
CAN,PIG,KG_CAP,2007,19.6639146329354
CAN,PIG,KG_CAP,2008,18.6865880236629
CAN,PIG,KG_CAP,2009,18.481436285103896
CAN,PIG,KG_CAP,2010,17.2949026543351
CAN,PIG,KG_CAP,2011,16.76719295314
CAN,PIG,KG_CAP,2012,17.4615949953871
CAN,PIG,KG_CAP,2013,16.3748170199257
CAN,PIG,KG_CAP,2014,16.1727545172582
CAN,PIG,KG_CAP,2015,17.7355301806818
CAN,PIG,KG_CAP,2016,16.9470530691516
CAN,PIG,KG_CAP,2017,15.8567999483371
CAN,PIG,KG_CAP,2018,15.40090818644
CAN,PIG,KG_CAP,2019,16.7340623212075
CAN,PIG,KG_CAP,2020,16.4922235058749
CAN,PIG,KG_CAP,2021,15.9939401102189
CAN,PIG,KG_CAP,2022,15.291418596005899
CAN,PIG,KG_CAP,2023,15.560041345831198
CAN,PIG,KG_CAP,2024,16.4078749385883
CAN,PIG,KG_CAP,2025,16.1783559230783
CAN,PIG,KG_CAP,2026,16.1930466833926
CAN,POULTRY,KG_CAP,1990,25.865207291909197
CAN,POULTRY,KG_CAP,1991,25.831691510225802
CAN,POULTRY,KG_CAP,1992,25.858203898498
CAN,POULTRY,KG_CAP,1993,26.398683724277898
CAN,POULTRY,KG_CAP,1994,28.0336919712088
CAN,POULTRY,KG_CAP,1995,27.7885708817065
CAN,POULTRY,KG_CAP,1996,27.616083997567898
CAN,POULTRY,KG_CAP,1997,28.0483056863137
CAN,POULTRY,KG_CAP,1998,28.6064353971657
CAN,POULTRY,KG_CAP,1999,29.800018724390398
CAN,POULTRY,KG_CAP,2000,31.2164747442528
CAN,POULTRY,KG_CAP,2001,32.325028808044
CAN,POULTRY,KG_CAP,2002,32.6151179926013
CAN,POULTRY,KG_CAP,2003,32.751290963554204
CAN,POULTRY,KG_CAP,2004,32.9191888662222
CAN,POULTRY,KG_CAP,2005,33.1291682535644
CAN,POULTRY,KG_CAP,2006,33.4615715174272
CAN,POULTRY,KG_CAP,2007,33.5926310480402
CAN,POULTRY,KG_CAP,2008,33.7575960331929
CAN,POULTRY,KG_CAP,2009,33.2510519842927
CAN,POULTRY,KG_CAP,2010,32.8554020367331
CAN,POULTRY,KG_CAP,2011,31.8288952875273
CAN,POULTRY,KG_CAP,2012,31.542759200666104
CAN,POULTRY,KG_CAP,2013,31.884517492891604
CAN,POULTRY,KG_CAP,2014,32.686144263059305
CAN,POULTRY,KG_CAP,2015,34.106557868078
CAN,POULTRY,KG_CAP,2016,34.8168021819937
CAN,POULTRY,KG_CAP,2017,34.8912647565798
CAN,POULTRY,KG_CAP,2018,34.6685498542252
CAN,POULTRY,KG_CAP,2019,34.7592211080756
CAN,POULTRY,KG_CAP,2020,34.7376991878375
CAN,POULTRY,KG_CAP,2021,34.7937556058366
CAN,POULTRY,KG_CAP,2022,34.863712587312605
CAN,POULTRY,KG_CAP,2023,35.0513289514341
CAN,POULTRY,KG_CAP,2024,35.2632165193656
CAN,POULTRY,KG_CAP,2025,35.3962858713396
CAN,POULTRY,KG_CAP,2026,35.5212342511111
CAN,SHEEP,KG_CAP,1990,0.730405560753137
CAN,SHEEP,KG_CAP,1991,0.764272222611312
CAN,SHEEP,KG_CAP,1992,0.7411482104912551
CAN,SHEEP,KG_CAP,1993,0.752332883591848
CAN,SHEEP,KG_CAP,1994,0.7232214351433108
CAN,SHEEP,KG_CAP,1995,0.7133232885582471
CAN,SHEEP,KG_CAP,1996,0.6640678542549089
CAN,SHEEP,KG_CAP,1997,0.6519480439483101
CAN,SHEEP,KG_CAP,1998,0.7300942758682092
CAN,SHEEP,KG_CAP,1999,0.75386709943151
CAN,SHEEP,KG_CAP,2000,0.8297856976487741
CAN,SHEEP,KG_CAP,2001,0.911196365023731
CAN,SHEEP,KG_CAP,2002,0.9104154705430471
CAN,SHEEP,KG_CAP,2003,0.95250775930177
CAN,SHEEP,KG_CAP,2004,0.973777594505922
CAN,SHEEP,KG_CAP,2005,0.9829511618695159
CAN,SHEEP,KG_CAP,2006,1.06642344728395
CAN,SHEEP,KG_CAP,2007,1.0709752435209499
CAN,SHEEP,KG_CAP,2008,1.02472012923439
CAN,SHEEP,KG_CAP,2009,1.01334183434821
CAN,SHEEP,KG_CAP,2010,0.954364264636412
CAN,SHEEP,KG_CAP,2011,0.93254749542064
CAN,SHEEP,KG_CAP,2012,0.848751630105078
CAN,SHEEP,KG_CAP,2013,0.8794851477459429
CAN,SHEEP,KG_CAP,2014,0.9240696662476371
CAN,SHEEP,KG_CAP,2015,0.909873857005886
CAN,SHEEP,KG_CAP,2016,0.93011565497113
CAN,SHEEP,KG_CAP,2017,0.885564286033079
CAN,SHEEP,KG_CAP,2018,0.8814221083837059
CAN,SHEEP,KG_CAP,2019,0.8824536205222779
CAN,SHEEP,KG_CAP,2020,0.8750183558365621
CAN,SHEEP,KG_CAP,2021,0.8682797569341322
CAN,SHEEP,KG_CAP,2022,0.8611601946758171
CAN,SHEEP,KG_CAP,2023,0.854857955865856
CAN,SHEEP,KG_CAP,2024,0.8484354138896841
CAN,SHEEP,KG_CAP,2025,0.854434505169808
CAN,SHEEP,KG_CAP,2026,0.852247194205182
JPN,BEEF,KG_CAP,1990,6.1110353324357
JPN,BEEF,KG_CAP,1991,6.51705486065503
JPN,BEEF,KG_CAP,1992,6.76624358216465
JPN,BEEF,KG_CAP,1993,7.406406984816459
JPN,BEEF,KG_CAP,1994,8.12908970529667
JPN,BEEF,KG_CAP,1995,8.53552209270151
JPN,BEEF,KG_CAP,1996,8.0840600936175
JPN,BEEF,KG_CAP,1997,8.19163302689847
JPN,BEEF,KG_CAP,1998,8.307415037693701
JPN,BEEF,KG_CAP,1999,8.293815679738081
JPN,BEEF,KG_CAP,2000,8.74220936213065
JPN,BEEF,KG_CAP,2001,7.126961723573179
JPN,BEEF,KG_CAP,2002,7.22116027397778
JPN,BEEF,KG_CAP,2003,7.064563398954769
JPN,BEEF,KG_CAP,2004,7.04078494392668
JPN,BEEF,KG_CAP,2005,6.30051071378446
JPN,BEEF,KG_CAP,2006,6.2501667498108695
JPN,BEEF,KG_CAP,2007,6.44241810109018
JPN,BEEF,KG_CAP,2008,6.44680991439541
JPN,BEEF,KG_CAP,2009,6.55364069877195
JPN,BEEF,KG_CAP,2010,6.77111483412453
JPN,BEEF,KG_CAP,2011,6.788026048915219
JPN,BEEF,KG_CAP,2012,6.7988612324694
JPN,BEEF,KG_CAP,2013,6.797340982826929
JPN,BEEF,KG_CAP,2014,6.76135453251765
JPN,BEEF,KG_CAP,2015,6.56499286766079
JPN,BEEF,KG_CAP,2016,6.59765803217517
JPN,BEEF,KG_CAP,2017,6.61749453885892
JPN,BEEF,KG_CAP,2018,6.65665150325704
JPN,BEEF,KG_CAP,2019,6.65726819536328
JPN,BEEF,KG_CAP,2020,6.67865788802549
JPN,BEEF,KG_CAP,2021,6.70144762485855
JPN,BEEF,KG_CAP,2022,6.72546800965366
JPN,BEEF,KG_CAP,2023,6.753030702027731
JPN,BEEF,KG_CAP,2024,6.77839856095453
JPN,BEEF,KG_CAP,2025,6.8082544418466195
JPN,BEEF,KG_CAP,2026,6.84487541340819
JPN,PIG,KG_CAP,1990,13.219005972684698
JPN,PIG,KG_CAP,1991,13.239266981728198
JPN,PIG,KG_CAP,1992,13.233312144774198
JPN,PIG,KG_CAP,1993,13.1143795239858
JPN,PIG,KG_CAP,1994,13.180162132249801
JPN,PIG,KG_CAP,1995,13.226349164997302
JPN,PIG,KG_CAP,1996,13.8801568062833
JPN,PIG,KG_CAP,1997,12.8802403550712
JPN,PIG,KG_CAP,1998,12.771771077813598
JPN,PIG,KG_CAP,1999,13.053508147815402
JPN,PIG,KG_CAP,2000,13.524937521840698
JPN,PIG,KG_CAP,2001,13.8475396156943
JPN,PIG,KG_CAP,2002,14.521608220387499
JPN,PIG,KG_CAP,2003,14.283866797151802
JPN,PIG,KG_CAP,2004,15.2221177437053
JPN,PIG,KG_CAP,2005,15.109796736997001
JPN,PIG,KG_CAP,2006,14.1368408411439
JPN,PIG,KG_CAP,2007,14.400833351571698
JPN,PIG,KG_CAP,2008,14.6475798207255
JPN,PIG,KG_CAP,2009,14.293961238717301
JPN,PIG,KG_CAP,2010,14.485982740420198
JPN,PIG,KG_CAP,2011,14.740615013387899
JPN,PIG,KG_CAP,2012,14.6618357150949
JPN,PIG,KG_CAP,2013,14.641045398549302
JPN,PIG,KG_CAP,2014,14.8371385790865
JPN,PIG,KG_CAP,2015,15.0516501049018
JPN,PIG,KG_CAP,2016,15.3533908778954
JPN,PIG,KG_CAP,2017,15.413744988910699
JPN,PIG,KG_CAP,2018,15.3635491129397
JPN,PIG,KG_CAP,2019,15.3847227047541
JPN,PIG,KG_CAP,2020,15.392474537586901
JPN,PIG,KG_CAP,2021,15.399741300004498
JPN,PIG,KG_CAP,2022,15.410396178524499
JPN,PIG,KG_CAP,2023,15.438658369829199
JPN,PIG,KG_CAP,2024,15.453391323169699
JPN,PIG,KG_CAP,2025,15.475981436850299
JPN,PIG,KG_CAP,2026,15.5440183592832
JPN,POULTRY,KG_CAP,1990,12.8448646550366
JPN,POULTRY,KG_CAP,1991,12.055421808876
JPN,POULTRY,KG_CAP,1992,12.4077568633772
JPN,POULTRY,KG_CAP,1993,12.151257361644301
JPN,POULTRY,KG_CAP,1994,12.1628737807988
JPN,POULTRY,KG_CAP,1995,12.436527131087999
JPN,POULTRY,KG_CAP,1996,12.548531402550198
JPN,POULTRY,KG_CAP,1997,12.3071926120396
JPN,POULTRY,KG_CAP,1998,12.133066517444401
JPN,POULTRY,KG_CAP,1999,12.1850367047455
JPN,POULTRY,KG_CAP,2000,12.201018315491199
JPN,POULTRY,KG_CAP,2001,12.146680269653098
JPN,POULTRY,KG_CAP,2002,12.024422526665
JPN,POULTRY,KG_CAP,2003,12.0003568654279
JPN,POULTRY,KG_CAP,2004,11.094144505330801
JPN,POULTRY,KG_CAP,2005,11.4900796711236
JPN,POULTRY,KG_CAP,2006,12.0000651897374
JPN,POULTRY,KG_CAP,2007,11.870904691052498
JPN,POULTRY,KG_CAP,2008,11.957401119559801
JPN,POULTRY,KG_CAP,2009,12.279142023232698
JPN,POULTRY,KG_CAP,2010,12.6613203498384
JPN,POULTRY,KG_CAP,2011,12.3375193806978
JPN,POULTRY,KG_CAP,2012,13.121251759509699
JPN,POULTRY,KG_CAP,2013,13.1005935474376
JPN,POULTRY,KG_CAP,2014,13.4809564864311
JPN,POULTRY,KG_CAP,2015,14.036090229674599
JPN,POULTRY,KG_CAP,2016,14.0731683115346
JPN,POULTRY,KG_CAP,2017,14.2707861044102
JPN,POULTRY,KG_CAP,2018,14.488577098035199
JPN,POULTRY,KG_CAP,2019,14.5260521743274
JPN,POULTRY,KG_CAP,2020,14.542959370406301
JPN,POULTRY,KG_CAP,2021,14.551205504614598
JPN,POULTRY,KG_CAP,2022,14.603862579946401
JPN,POULTRY,KG_CAP,2023,14.638917789600802
JPN,POULTRY,KG_CAP,2024,14.687800858064001
JPN,POULTRY,KG_CAP,2025,14.732666680562401
JPN,POULTRY,KG_CAP,2026,14.7683397332609
JPN,SHEEP,KG_CAP,1990,0.7566964502082769
JPN,SHEEP,KG_CAP,1991,0.772784736536029
JPN,SHEEP,KG_CAP,1992,0.811072174437682
JPN,SHEEP,KG_CAP,1993,0.683020400625741
JPN,SHEEP,KG_CAP,1994,0.5717943272036271
JPN,SHEEP,KG_CAP,1995,0.585048734045099
JPN,SHEEP,KG_CAP,1996,0.5046812160476181
JPN,SHEEP,KG_CAP,1997,0.444474214245195
JPN,SHEEP,KG_CAP,1998,0.425857202908588
JPN,SHEEP,KG_CAP,1999,0.357453177192891
JPN,SHEEP,KG_CAP,2000,0.32437899811123105
JPN,SHEEP,KG_CAP,2001,0.31099677173831103
JPN,SHEEP,KG_CAP,2002,0.297423730970708
JPN,SHEEP,KG_CAP,2003,0.255047497593419
JPN,SHEEP,KG_CAP,2004,0.32250379715864097
JPN,SHEEP,KG_CAP,2005,0.367721359118077
JPN,SHEEP,KG_CAP,2006,0.370241212096195
JPN,SHEEP,KG_CAP,2007,0.266869909602761
JPN,SHEEP,KG_CAP,2008,0.26990705941584
JPN,SHEEP,KG_CAP,2009,0.272553471515087
JPN,SHEEP,KG_CAP,2010,0.218548878987418
JPN,SHEEP,KG_CAP,2011,0.220323466105684
JPN,SHEEP,KG_CAP,2012,0.19003466176029898
JPN,SHEEP,KG_CAP,2013,0.125903410107672
JPN,SHEEP,KG_CAP,2014,0.141513953232254
JPN,SHEEP,KG_CAP,2015,0.132097180767273
JPN,SHEEP,KG_CAP,2016,0.14629082116529002
JPN,SHEEP,KG_CAP,2017,0.147081018341722
JPN,SHEEP,KG_CAP,2018,0.146439871437671
JPN,SHEEP,KG_CAP,2019,0.143446750904907
JPN,SHEEP,KG_CAP,2020,0.140342237169121
JPN,SHEEP,KG_CAP,2021,0.137343716239079
JPN,SHEEP,KG_CAP,2022,0.134228443639613
JPN,SHEEP,KG_CAP,2023,0.131137847062016
JPN,SHEEP,KG_CAP,2024,0.12807763821705
JPN,SHEEP,KG_CAP,2025,0.125060060853712
JPN,SHEEP,KG_CAP,2026,0.122135792019294
KOR,BEEF,KG_CAP,1991,5.08548124441692
KOR,BEEF,KG_CAP,1992,5.685434485131731
KOR,BEEF,KG_CAP,1993,5.32576490836434
KOR,BEEF,KG_CAP,1994,5.698819237422851
KOR,BEEF,KG_CAP,1995,6.56842853583345
KOR,BEEF,KG_CAP,1996,6.8293059965343605
KOR,BEEF,KG_CAP,1997,7.72900961641168
KOR,BEEF,KG_CAP,1998,6.96936411833191
KOR,BEEF,KG_CAP,1999,8.27954731591387
KOR,BEEF,KG_CAP,2000,8.620042071778519
KOR,BEEF,KG_CAP,2001,7.45828825402875
KOR,BEEF,KG_CAP,2002,8.466337492606339
KOR,BEEF,KG_CAP,2003,8.15470785609309
KOR,BEEF,KG_CAP,2004,6.632394529161769
KOR,BEEF,KG_CAP,2005,6.1122084096397495
KOR,BEEF,KG_CAP,2006,6.780560741935299
KOR,BEEF,KG_CAP,2007,7.56559549700403
KOR,BEEF,KG_CAP,2008,7.79223317198188
KOR,BEEF,KG_CAP,2009,7.2714925774226495
KOR,BEEF,KG_CAP,2010,8.39885222340719
KOR,BEEF,KG_CAP,2011,8.77895139325788
KOR,BEEF,KG_CAP,2012,8.90372489155124
KOR,BEEF,KG_CAP,2013,9.3105356745783
KOR,BEEF,KG_CAP,2014,9.74350147493527
KOR,BEEF,KG_CAP,2015,10.007269536688499
KOR,BEEF,KG_CAP,2016,10.256626944281699
KOR,BEEF,KG_CAP,2017,10.3247290881858
KOR,BEEF,KG_CAP,2018,10.3563577729553
KOR,BEEF,KG_CAP,2019,10.3681192845295
KOR,BEEF,KG_CAP,2020,10.404599215830698
KOR,BEEF,KG_CAP,2021,10.4556347000068
KOR,BEEF,KG_CAP,2022,10.510669888211801
KOR,BEEF,KG_CAP,2023,10.573124453567901
KOR,BEEF,KG_CAP,2024,10.615219510549698
KOR,BEEF,KG_CAP,2025,10.6723931678348
KOR,BEEF,KG_CAP,2026,10.737424781614099
KOR,PIG,KG_CAP,1991,9.930181903009359
KOR,PIG,KG_CAP,1992,13.366378500085402
KOR,PIG,KG_CAP,1993,13.498602186006698
KOR,PIG,KG_CAP,1994,13.9843152069659
KOR,PIG,KG_CAP,1995,14.585806241872199
KOR,PIG,KG_CAP,1996,15.6286731558057
KOR,PIG,KG_CAP,1997,15.4332851835061
KOR,PIG,KG_CAP,1998,15.223829640369198
KOR,PIG,KG_CAP,1999,17.5000997841302
KOR,PIG,KG_CAP,2000,16.3575199565444
KOR,PIG,KG_CAP,2001,16.995061815944098
KOR,PIG,KG_CAP,2002,17.4446708171542
KOR,PIG,KG_CAP,2003,21.421986902297398
KOR,PIG,KG_CAP,2004,19.7800284010643
KOR,PIG,KG_CAP,2005,19.2845993527632
KOR,PIG,KG_CAP,2006,23.1712288327059
KOR,PIG,KG_CAP,2007,24.3683945622406
KOR,PIG,KG_CAP,2008,24.5207961675077
KOR,PIG,KG_CAP,2009,23.7322326522867
KOR,PIG,KG_CAP,2010,24.5328757247257
KOR,PIG,KG_CAP,2011,23.578564518119396
KOR,PIG,KG_CAP,2012,22.7670875947993
KOR,PIG,KG_CAP,2013,25.568763623208298
KOR,PIG,KG_CAP,2014,27.1348220444732
KOR,PIG,KG_CAP,2015,28.3969435775794
KOR,PIG,KG_CAP,2016,28.280982192038998
KOR,PIG,KG_CAP,2017,28.6838965876583
KOR,PIG,KG_CAP,2018,28.721488249999
KOR,PIG,KG_CAP,2019,28.8305854715789
KOR,PIG,KG_CAP,2020,28.9225360083641
KOR,PIG,KG_CAP,2021,29.0152990361832
KOR,PIG,KG_CAP,2022,29.1037751965417
KOR,PIG,KG_CAP,2023,29.2155351358164
KOR,PIG,KG_CAP,2024,29.3182016694398
KOR,PIG,KG_CAP,2025,29.426987837013396
